name_of_work,content,source
VIST Story 45634,we got together for a family barbeque . we set up the table and made the food . it looked absolutely amazing . afterwards we went through some family albums . then passed out from being so full .,vist:test.story-in-sequence.json:story_45634
VIST Story 45635,"we hosted a fourth of july party at our home . i got to use my new grill . the food came out delicious . the kids got to splash around all day . by the day 's end , we were exhausted .",vist:test.story-in-sequence.json:story_45635
VIST Story 45636,the young boy wanted to come outside . dad plays by pretending to throw him in the pool . mom actually does dunk the boy in the kiddie pool . grand dad is working the grill . the grilled chicken went well with a cold hard lemonade .,vist:test.story-in-sequence.json:story_45636
VIST Story 45637,it was time for our picnic . grandpa did the grilling . the chicken was delcious . then we went for a dip in the pool . what an awesome day it was .,vist:test.story-in-sequence.json:story_45637
VIST Story 45638,"our fourth of july barbecue was the best . dad ruled over the grill like a master . there was n't much food left at the end of the day . the kiddie pool was a perfect place to cool your feet on a hot summer day . someone had so much fun , they did n't want to go to bed after their shower .",vist:test.story-in-sequence.json:story_45638
VIST Story 45639,we had a party to celebrate july 4th this weekend . grandpa was in charge of the grill . the food was great and most of it was gone real fast . mom loved catching up with aunt [female] . i love hanging out with my dad .,vist:test.story-in-sequence.json:story_45639
VIST Story 45640,the barbecue cookout was lots of fun . it was at a really popular fishing spot . this truck had tons of advertisements on it . there was plenty of buns to go around . the corn barbecuing was the best part .,vist:test.story-in-sequence.json:story_45640
VIST Story 45641,"the stands for the ball game were packed . the mascots were ready to go . fans watched the scoreboard closely . it was a very close game . in the end , we won !",vist:test.story-in-sequence.json:story_45641
VIST Story 45642,mascot meeting before the game . everyone picked the player they thought would do the best . the pitcher was voted the number one . he got ready to throw the ball . then stopped and changed his mind .,vist:test.story-in-sequence.json:story_45642
VIST Story 45643,"thousands of people went to the ball game . the show before the game was extremely entertaining . i was anxious for the game to start though . i had a lot of money riding on the final score . thankfully , my team won , and i did too !",vist:test.story-in-sequence.json:story_45643
VIST Story 45644,this is the largest turn out this year for a baseball game . i just love the mascots uniforms . aunt [female] is wondering when the game will start . this game is going to be a close one . what is baseball with out the arguments ?,vist:test.story-in-sequence.json:story_45644
VIST Story 45645,"yo yo yo . i got a story for you today . there was this zebra named zeeb . he was just minding his business when he bumped into his enemy , white bear . white bear started at him and was like yo you got a problem ? zeeb turned to him and was like , come at me bruh . zeeb looked super cool . white bear noticed his cool and walked away . i was like wow i need to get some of my own stripe .",vist:test.story-in-sequence.json:story_45645
