name_of_work,content,source
"To Althea, from Prison by Richard Lovelace","When Love with unconfined wings Hovers within my Gates, And my divine Althea brings To whisper at the Grates; When I lie tangled in her hair, And fettered to her eye, The Gods that wanton in the Air, Know no such Liberty. When flowing Cups run swiftly round With no allaying Thames, Our careless heads with Roses bound, Our hearts with Loyal Flames; When thirsty grief in Wine we steep, When Healths and draughts go free, Fishes that tipple in the Deep Know no such Liberty. When (like committed linnets) I With shriller throat shall sing The sweetness, Mercy, Majesty, And glories of my King; When I shall voice aloud how good He is, how Great should be, Enlarged Winds, that curl the Flood, Know no such Liberty. Stone Walls do not a Prison make, Nor Iron bars a Cage; Minds innocent and quiet take That for an Hermitage. If I have freedom in my Love, And in my soul am free, Angels alone that soar above, Enjoy such Liberty.",poem_sum:poemsum_train.csv:row_33
The Great Figure by William Carlos Williams,Among the rain and lights I saw the figure 5 in gold on a red firetruck moving tense unheeded to gong clangs siren howls and wheels rumbling through the dark city.,poem_sum:poemsum_train.csv:row_34
Amends by Adrienne Rich,"Nights like this: on the cold apple bough a white star, then another exploding out of the bark: on the ground, moonlight picking at small stones as it picks greater stones, as it rises with the surf laying its cheek for moments on the sand as it licks the broken ledge, as it flows up the cliffs, as it flicks across the tracks as it unavailing pours into the gash of the sand-and-gravel quarry as it leans across the hangared fuselage of the crop-dusting plane as it soaks through cracks into trailers tremulous with sleep as it dwells upon the eyelids of the sleepers as if to make amends.",poem_sum:poemsum_train.csv:row_35
Orinda to Lucasia by Katherine Philips,"Observe the weary birds e're night be done, How they would fain call up the tardy Sun, With Feathers hung with dew, And trembling voices too, They court their glorious Planet to appear, That they may find recruits of spirits there. The drooping flowers hang their heads, And languish down into their beds: While Brooks more bold and fierce than they, Wanting those beams, from whence All things drink influence, Openly murmur and demand the day. Thou my Lucasia art far more to me, Than he to all the under-world can be; From thee I've heat and light, Thy absence makes my night. But ah! my Friend, it now grows very long, The sadness weighty, and the darkness strong: My tears (its dew) dwell on my cheeks, And still my heart thy dawning seeks, And to thee mournfully it cries, That if too long I wait, Ev'n thou may'st come too late, And not restore my life, but close my eyes. Rate this poem:",poem_sum:poemsum_train.csv:row_36
Reminiscence by Elizabeth Jennings,"When I was happy alone, too young for love Or to be loved in any but a way Cloudless and gentle, I would find the day Long as I wished its length or web to weave. I did not know or could not know enough To fret at thought or even try to whittle A pattern from the shapeless stony stuff That now confuses since I've grown too subtle. I used the senses, did not seek to find Something they could not touch, made numb with fear; I felt the glittering landscape in the mind And O was happy not to have it clear.",poem_sum:poemsum_train.csv:row_37
Democracy by Langston Hughes,"Democracy will not come Today, this year Nor ever Through compromise and fear. I have as much right As the other fellow has To stand On my two feet And own the land. I tire so of hearing people say, Let things take their course. Tomorrow is another day. I do not need my freedom when I'm dead. I cannot live on tomorrow's bread. Freedom Is a strong seed Planted In a great need. I live here, too. I want freedom Just as you.",poem_sum:poemsum_train.csv:row_38
Shadwell Stair by Wilfred Owen,"I am the ghost of Shadwell Stair. Along the wharves by the water-house, And through the cavernous slaughter-house, I am the shadow that walks there. Yet I have flesh both firm and cool, And eyes tumultuous as the gems Of moons and lamps in the full Thames When dusk sails wavering down the pool. Shuddering the purple street-arc burns Where I watch always; from the banks Dolorously the shipping clanks And after me a strange tide turns. I walk till the stars of London wane And dawn creeps up the Shadwell Stair. But when the crowing syrens blare I with another ghost am lain.",poem_sum:poemsum_train.csv:row_39
Autumn Fires by Robert Louis Stevenson,"In the other gardens And all up the vale, From the autumn bonfires See the smoke trail! Pleasant summer over And all the summer flowers, The red fire blazes, The grey smoke towers. Sing a song of seasons! Something bright in all! Flowers in the summer, Fires in the fall!",poem_sum:poemsum_train.csv:row_40
In The Bazaars of Hyderabad by Sarojini Naidu,"What do you sell O ye merchants ? Richly your wares are displayed. Turbans of crimson and silver, Tunics of purple brocade, Mirrors with panels of amber, Daggers with handles of jade. What do you weigh, O ye vendors? Saffron and lentil and rice. What do you grind, O ye maidens? Sandalwood, henna, and spice. What do you call , O ye pedlars? Chessmen and ivory dice. What do you make,O ye goldsmiths? Wristlet and anklet and ring, Bells for the feet of blue pigeons Frail as a dragon-fly's wing, Girdles of gold for dancers, Scabbards of gold for the king. What do you cry,O ye fruitmen? Citron, pomegranate, and plum. What do you play ,O musicians? Cithar, sarangi and drum. what do you chant, O magicians? Spells for aeons to come. What do you weave, O ye flower-girls With tassels of azure and red? Crowns for the brow of a bridegroom, Chaplets to garland his bed. Sheets of white blossoms new-garnered To perfume the sleep of the dead.",poem_sum:poemsum_train.csv:row_41
This Moment by Eavan Boland,A neighbourhood. At dusk. Things are getting ready to happen out of sight. Stars and moths. And rinds slanting around fruit. But not yet. One tree is black. One window is yellow as butter. A woman leans down to catch a child who has run into her arms this moment. Stars rise. Moths flutter. Apples sweeten in the dark.,poem_sum:poemsum_train.csv:row_42
