index,id,name_of_work,content,source
70,poem_sum:poemsum_train.csv:1357,In the Waiting Room by Elizabeth Bishop,"In Worcester, Massachusetts,
I went with Aunt Consuelo
to keep her dentist's appointment
and sat and waited for her
in the dentist's waiting room.
It was winter. It got dark
early. The waiting room
was full of grown-up people,
arctics and overcoats,
lamps and magazines.
My aunt was inside
what seemed like a long time
and while I waited I read
the National Geographic
(I could read) and carefully
studied the photographs:
the inside of a volcano,
black, and full of ashes;
then it was spilling over
in rivulets of fire.
Osa and Martin Johnson
dressed in riding breeches,
laced boots, and pith helmets.
A dead man slung on a pole
--""Long Pig,"" the caption said.
Babies with pointed heads
wound round and round with string;
black, naked women with necks
wound round and round with wire
like the necks of light bulbs.
Their breasts were horrifying.
I read it right straight through.
I was too shy to stop.
And then I looked at the cover:
the yellow margins, the date.
Suddenly, from inside,
came an oh! of pain
--Aunt Consuelo's voice--
not very loud or long.
I wasn't at all surprised;
even then I knew she was
a foolish, timid woman.
I might have been embarrassed,
but wasn't. What took me
completely by surprise
was that it was me:
my voice, in my mouth.
Without thinking at all
I was my foolish aunt,
I--we--were falling, falling,
our eyes glued to the cover
of the National Geographic,
February, 1918.

I said to myself: three days
and you'll be seven years old.
I was saying it to stop
the sensation of falling off
the round, turning world.
into cold, blue-black space.
But I felt: you are an I,
you are an Elizabeth,
you are one of them.
Why should you be one, too?
I scarcely dared to look
to see what it was I was.
I gave a sidelong glance
--I couldn't look any higher--
at shadowy gray knees,
trousers and skirts and boots
and different pairs of hands
lying under the lamps.
I knew that nothing stranger
had ever happened, that nothing
stranger could ever happen.

Why should I be my aunt,
or me, or anyone?
What similarities--
boots, hands, the family voice
I felt in my throat, or even
the National Geographic
and those awful hanging breasts--
held us all together
or made us all just one?
How--I didn't know any
word for it--how ""unlikely"". . .
How had I come to be here,
like them, and overhear
a cry of pain that could have
got loud and worse but hadn't?

The waiting room was bright
and too hot. It was sliding
beneath a big black wave,
another, and another.

Then I was back in it.
The War was on. Outside,
in Worcester, Massachusetts,
were night and slush and cold,
and it was still the fifth
of February, 1918.",poem_sum
71,poem_sum:poemsum_train.csv:240,"I, Being born a Woman and Distressed by Edna St. Vincent Millay","vI, being born a woman and distressed
By all the needs and notions of my kind,
Am urged by your propinquity to find
Your person fair, and feel a certain zest
To bear your body’s weight upon my breast:
So subtly is the fume of life designed,
To clarify the pulse and cloud the mind,
And leave me once again undone, possessed.
Think not for this, however, the poor treason
Of my stout blood against my staggering brain,
I shall remember you with love, or season
My scorn with pity,—let me make it plain:
I find this frenzy insufficient reason
For conversation when we meet again.",poem_sum
72,45625,VIST Story 45625,my dad joked about diving off .,vist
73,poem_sum:poemsum_train.csv:166,Table Talk by Wallace Stevens,"Granted, we die for good.
Life, then, is largely a thing
Of happens to like, not should.

And that, too, granted, why
Do I happen to like red bush,
Grey grass and green-gray sky?

What else remains? But red,
Gray, green, why those of all?
That is not what I said:

Not those of all. But those.
One likes what one happens to like.
One likes the way red grows.

It cannot matter at all.
Happens to like is one
Of the ways things happen to fall.",poem_sum
74,poem_sum:poemsum_train.csv:830,I Wandered Lonely as a Cloud by William Wordsworth,"I wandered lonely as a cloud
That floats on high o'er vales and hills,
When all at once I saw a crowd,
A host, of golden daffodils;
Beside the lake, beneath the trees,
Fluttering and dancing in the breeze.

Continuous as the stars that shine
And twinkle on the milky way,
They stretched in never-ending line
Along the margin of a bay:
Ten thousand saw I at a glance,
Tossing their heads in sprightly dance.

The waves beside them danced; but they
Out-did the sparkling waves in glee:
A poet could not but be gay,
In such a jocund company:
I gazed—and gazed—but little thought
What wealth the show to me had brought:

For oft, when on my couch I lie
In vacant or in pensive mood,
They flash upon that inward eye
Which is the bliss of solitude;
And then my heart with pleasure fills,
And dances with the daffodils.",poem_sum
75,45688,VIST Story 45688,that literally means using hands to apply the paint .,vist
76,poem_sum:poemsum_train.csv:1673,Fool’s Money Bags by Amy Lowell,"Outside the long window,
With his head on the stone sill,
The dog is lying,
Gazing at his Beloved.
His eyes are wet and urgent,
And his body is taut and shaking.
It is cold on the terrace;
A pale wind licks along the stone slabs,
But the dog gazes through the glass
And is content.

The Beloved is writing a letter.
Occasionally she speaks to the dog,
But she is thinking of her writing.
Does she, too, give her devotion to one
Not worthy?",poem_sum
77,45552,VIST Story 45552,blowing out the candles of her birthday cake .,vist
78,poem_sum:poemsum_train.csv:944,The Redbreast by Charlotte Richardson,"Cold blew the freezing northern blast,
And winter sternly frowned;
The flaky snow fell thick and fast,
And clad the fields around.
Forced by the storm’s relentless power,
Emboldened by despair,
A shivering redbreast sought my door,
Some friendly warmth to share.
‘Welcome, sweet bird!’ I fondly cried,
‘No danger need’st thou fear,
Secure with me thou may’st abide,
Till warmer suns appear.
‘And when mild spring comes smiling on,
And bids the fields look gay,
Thou, with thy sweet, thy grateful song,
My kindness shalt repay.’
Mistaken thought! — But how shall I
The mournful truth display?
An envious cat, with jealous eye,
Had marked him as her prey.
Remorseless wretch! — her cruel jaws
Soon sealed her victim’s doom,
While I in silence mourn his loss,
And weep o’er robin’s tomb.
So, oft in life’s uneven way,
Some stroke may intervene;
Sweep all our fancied joys away,
And change the flattering scene.",poem_sum
79,poem_sum:poemsum_train.csv:1217,Longing by Sara Teasdale,"I am not sorry for my soul
That it must go unsatisfied,
For it can live a thousand times,
Eternity is deep and wide.

I am not sorry for my soul,
But oh, my body that must go
Back to a little drift of dust
Without the joy it longed to know.",poem_sum
80,45901,VIST Story 45901,our giant ferris wheel was a hit for fairgoers as well as a breathtaking sight of light .,vist
81,45636,VIST Story 45636,the young boy wanted to come outside .,vist
82,poem_sum:poemsum_train.csv:509,The Ballad of the Landlord by Langston Hughes,"Landlord, landlord,
My roof has sprung a leak.
Don't you 'member I told you about it
Way last week?

Landlord, landlord,
These steps is broken down.
When you come up yourself
It's a wonder you don't fall down.

Ten Bucks you say I owe you?
Ten Bucks you say is due?
Well, that's Ten Bucks more'n I'l pay you
Till you fix this house up new.

What? You gonna get eviction orders?
You gonna cut off my heat?
You gonna take my furniture and
Throw it in the street?

Um-huh! You talking high and mighty.
Talk on-till you get through.
You ain't gonna be able to say a word
If I land my fist on you.

Police! Police!
Come and get this man!
He's trying to ruin the government
And overturn the land!

Copper's whistle!
Patrol bell!
Arrest.
Precinct Station.
Iron cell.
Headlines in press:
MAN THREATENS LANDLORD
TENANT HELD NO BAIL
JUDGE GIVES NEGRO 90 DAYS IN COUNTY JAIL!",poem_sum
83,45715,VIST Story 45715,happy father 's day to all the awesome dad 's out there .,vist
84,poem_sum:poemsum_train.csv:990,Seascape by Stephen Spender,"There are some days the happy ocean lies
Like an unfingered harp, below the land.
Afternoon guilds all the silent wires
Into a burning music for the eyes
On mirrors flashing between fine-strung fires
The shore, heaped up with roses, horses, spires
Wanders on water tall above ribbed sand.
The motionlessness of the hot sky tires
And a sigh, like a woman's from inland,
Brushes the instrument with shadowy hand
Drawing across those wires some gull's sharp cry
Or bell, or shout, from distant, hedged-in, shires;
These, deep as anchors, the hushing wave buries.
Then from the shore, two zig-zag butterflies
Like errant dog-roses cross the bright strand
Spiralling over waves in dizzy gyres
Until the fall in wet reflected skies.
They drown. Fishermen understand
Such wings sunk in such ritual sacrifice.
Remembering legends of undersea, drowned cities.
What voyagers, oh what heroes, flamed like pyres
With helmets plumed have set forth from some island
And them the seas engulfed. Their eyes
Distorted to the cruel waves desires,
Glitter with coins through the tide scarcely scanned,
While, far above, that harp assumes their sighs.",poem_sum
85,45929,VIST Story 45929,the fireworks have started and they are filling the sky .,vist
86,45533,VIST Story 45533,the different merchants got together to talk before people began to arrive .,vist
87,45866,VIST Story 45866,look ! it 's the first day of school and i 'm so excited .,vist
88,45716,VIST Story 45716,lots of people took their fathers out for free beer .,vist
89,45575,VIST Story 45575,off int he fireld they see the shape of a man and realize jimmy is there ! !,vist
90,46033,VIST Story 46033,an american flag was a gift given to the presenting soldier .,vist
91,poem_sum:poemsum_train.csv:1299,They Did Not Expect This by Vernon Scannell,"They did not expect this. Being neither wise nor brave And wearing only the beauty of youth's season They took the first turning quite unquestioningly And walked quickly without looking back even once. It was of course the wrong turning. First they were nagged By a small wind that tugged at their clothing like a dog; Then the rain began and there was no shelter anywhere, Only the street and the rows of houses stern as soldiers. Though the blood chilled, the endearing word burnt the tongue. There were no parks or gardens or public houses: Midnight settled and the rain paused leaving the city Enormous and still like a great sleeping seal. At last they found accommodation in a cold Furnished room where they quickly learnt to believe in ghosts; They had their hope stuffed and put on the mantelpiece But found, after a while, that they did not notice it. While she spends many hours looking in the bottoms of teacups He reads much about association football And waits for the marvellous envelope to fall: Their eyes are strangers and they rarely speak. They did not expect this.",poem_sum
