id,dataset_type,name_of_work,content,source
poem_0191,poem,On Love by Kahlil Gibran,"Then said Almitra, Speak to us of Love. And he raised his head and looked upon the people, and there fell a stillness upon them. And with a great voice he said: When love beckons to you, follow him, Though his ways are hard and steep. And when his wings enfold you yield to him, Though the sword hidden among his pinions may wound you. And when he speaks to you believe in him, Though his voice may shatter your dreams as the north wind lays waste the garden. For even as love crowns you so shall he crucify you. Even as he is for your growth so is he for your pruning. Even as he ascends to your height and caresses your tenderest branches that quiver in the sun, So shall he descend to your roots and shake them in their clinging to the earth. * Like sheaves of corn he gathers you unto himself. He threshes you to make you naked. He sifts you to free you from your husks. He grinds you to whiteness. He kneads you until you are pliant; And then he assigns you to his sacred fire, that you may become sacred bread for God's sacred feast. All these things shall love do unto you that you may know the secrets of your heart, and in that knowledge become a fragment of Life's heart. But if in your fear you would seek only love's peace and love's pleasure, Then it is better for you that you cover your nakedness and pass out of love's threshing-floor, Into the seasonless world where you shall laugh, but not all of your laughter, and weep, but not all of your tears. * Love gives naught but itself and takes naught but from itself. Love possesses not nor would it be possessed; For love is sufficient unto love. When you love you should not say, ""God is in my heart,"" but rather, ""I am in the heart of God."" And think not you can direct the course of love, for love, if it finds you worthy, directs your course. Love has no other desire but to fulfil itself. But if you love and must needs have desires, let these be your desires: To melt and be like a running brook that sings its melody to the night. To know the pain of too much tenderness. To be wounded by your own under- standing of love; And to bleed willingly and joyfully. To wake at dawn with a winged heart and give thanks for another day of loving; To rest at the noon hour and meditate love's ecstasy; To return home at eventide with grati- tude; And then to sleep with a prayer for the beloved in your heart and a song of praise upon your lips.",poem_sum:poemsum_train.csv:row_1474
poem_0192,poem,After Reverdy by Ron Padgett,I would never have wanted to see your sad face again Your cheeks and your windy hair I went all across the country Under this humid woodpecker Day and night Under the sun and the rain Now we are face to face again What does one say to my face Once I rested up against a tree So long I got stuck to it That kind of love is terrible,poem_sum:poemsum_train.csv:row_1307
poem_0193,poem,Age by Philip Larkin,"My age fallen away like white swaddling Floats in the middle distance, becomes An inhabited cloud. I bend closer, discern A lighted tenement scuttling with voices. O you tall game I tired myself with joining! Now I wade through you like knee-level weeds, And they attend me, dear translucent bergs: Silence and space. By now so much has flown From the nest here of my head that I needs must turn To know what prints I leave, whether of feet, Or spoor of pads, or a bird's adept splay.",poem_sum:poemsum_train.csv:row_1999
poem_0194,poem,Feelings by Spike Milligan,"There must be a wound! No one can be this hurt and not bleed. How could she injure me so? No marks No bruises Worse! People say 'My, you're looking well' .....God help me! She's mummified me - ALIVE!",poem_sum:poemsum_train.csv:row_1744
poem_0195,poem,The Hour is Come by Louisa Lawson,"How did she fight? She fought well. How did she light? Ah, she fell. Why did she fall? God, who knows all, Only can tell. Those she was fighting for -- they Surely would go to her? Nay! What of her pain! Their's is the gain. Ever the way. Will they not help her to rise If there is death in her eyes? Can you not see? She made them free. What if she dies ? Can we not help her? Oh, no! In her good fight it is so That all who work never must shirk Suff'ring and woe. But she'll not ever lie down - On her head, in the dust, is a crown Jewelled and bright, under whose light She'll rise alone.",poem_sum:poemsum_train.csv:row_143
poem_0196,poem,After by Philip Bourke Marston,"A little time for laughter, A little time to sing, A little time to kiss and cling, And no more kissing after. A little while for scheming Love's unperfected schemes; A little time for golden dreams, Then no more any dreaming. A little while 'twas given To me to have thy love; Now, like a ghost, alone I move About a ruined heaven. A little time for speaking Things sweet to say and hear; A time to seek, and find thee near, Then no more any seeking. A little time for saying Words the heart breaks to say; A short sharp time wherein to pray, Then no more need of praying; But long, long years to weep in, And comprehend the whole Great grief that desolates the soul, And eternity to sleep in.",poem_sum:poemsum_train.csv:row_363
poem_0197,poem,No More Boomerang by Oodgeroo Noonuccal,"No more boomerang No more spear; Now alll civilized- Colour bar and beer. No more corroboree, Gay dance and din. Now we got movies, And pay to go in. No more sharing What the hunter brings. Now we work for money, Then pay it back for things. Now we track bosses To catch a few bob, Now we go walkabout On bus to the job. One time naked, Who never knew shame; Now we put clothes on To hide whatsaname. No more gunya, Now bungalow, Paid by hire purchase In twenty year or so. Lay down the stone axe, Take up the steel, And work like a nigger For a white man meal. No more firesticks That made the whites scoff. Now all electric, And no better off. Bunyip he finish, Now got instead White fella Bunyip, Call him Red. Abstract picture now- What they coming at? Cripes, in our caves we Did better than that. Black hunted wallaby, White hunt dollar; White fella witch-doctor Wear dog-collar. No more message-stick; Lubras and lads Got television now. Mostly ads. Lay down the woomera, Lay down the waddy. Now we got atom-bomb, End everybody.",poem_sum:poemsum_train.csv:row_1253
poem_0198,poem,To Her Father with Some Verses by Anne Bradstreet,"Most truly honoured, and as truly dear, If worth in me or ought I do appear, Who can of right better demand the same Than may your worthy self from whom it came? The principal might yield a greater sum, Yet handled ill, amounts but to this crumb; My stock's so small I know not how to pay, My bond remains in force unto this day; Yet for part payment take this simple mite, Where nothing's to be had, kings loose their right. Such is my debt I may not say forgive, But as I can, I'll pay it while I live; Such is my bond, none can discharge but I, Yet paying is not paid until I die.",poem_sum:poemsum_train.csv:row_1940
poem_0199,poem,Flower-Gathering by Robert Frost,"I left you in the morning, And in the morning glow, You walked a way beside me To make me sad to go. Do you know me in the gloaming, Gaunt and dusty grey with roaming? Are you dumb because you know me not, Or dumb because you know? All for me? And not a question For the faded flowers gay That could take me from beside you For the ages of a day? They are yours, and be the measure Of their worth for you to treasure, The measure of the little while That I've been long away.",poem_sum:poemsum_train.csv:row_1280
story_0200,story,VIST Story 45883,"i 'm taking a banking class so that i can get a promotion . this requires much too much thought . card goes in this way . i just wish everyone would sit down so i can see . this is the questions and answers part . very personal , not with a group .",vist:test.story-in-sequence.json:story_45883
